Starttime;TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline
2024-03-05 06:43:20;3008;2024-03-05 00:04:21;281613560.27;16;6;7;6;5120;2024-03-05
2024-03-05 06:43:20;4078;2024-03-05 06:43:16;281613560.27;7;0;16;0;5120;2024-03-05
2024-03-05 07:02:35;3525;2024-03-05 01:46:06;153997599.84;12;2;20;2;3627;2024-03-05
2024-03-05 07:02:35;4120;2024-03-05 07:02:31;153997599.84;20;0;12;0;3627;2024-03-05
2024-03-05 08:08:20;2307;2024-03-04 18:00:46;220375017.13;19;0;6;0;3312;2024-03-04
2024-03-05 08:08:20;4229;2024-03-05 08:08:16;220375017.13;6;6;19;6;3312;2024-03-04
2024-03-05 08:42:06;401;2024-03-04 01:12:32;120750156.65;26;0;5;0;1931;2024-03-04
2024-03-05 08:42:06;4292;2024-03-05 08:42:02;120750156.65;5;1;26;1;1931;2024-03-04
2024-03-05 08:54:47;3939;2024-03-05 05:30:38;317244459.2;24;4;7;4;1195;2024-03-05
2024-03-05 08:54:47;4316;2024-03-05 08:54:43;317244459.2;7;0;24;0;1195;2024-03-05
2024-03-05 10:35:09;3700;2024-03-05 03:15:35;229664561.0;24;4;11;4;1670;2024-03-05
2024-03-05 10:35:09;4514;2024-03-05 10:35:05;229664561.0;11;0;24;0;1670;2024-03-05
2024-03-05 12:15:13;3783;2024-03-05 04:00:56;507655048.85;6;5;2;5;1318;2024-03-05
2024-03-05 12:15:13;4707;2024-03-05 12:15:09;507655048.85;2;0;6;0;1318;2024-03-05
2024-03-05 12:46:25;3136;2024-03-05 00:26:17;145881645.06;30;1;19;1;4640;2024-03-05
2024-03-05 12:46:25;4763;2024-03-05 12:46:21;145881645.06;19;0;30;0;4640;2024-03-05
2024-03-05 13:14:47;2402;2024-03-04 18:45:12;216381921.41;2;0;21;0;3639;2024-03-05
2024-03-05 13:14:47;4822;2024-03-05 13:14:43;216381921.41;21;3;2;3;3639;2024-03-05
2024-03-05 13:32:17;2185;2024-03-04 16:47:52;367399200.83;6;6;7;6;411;2024-03-04
2024-03-05 13:32:17;4853;2024-03-05 13:32:13;367399200.83;7;0;6;0;411;2024-03-04
2024-03-05 14:09:33;1948;2024-03-04 14:47:40;359966071.94;2;0;9;0;7251;2024-03-04
2024-03-05 14:09:33;4930;2024-03-05 14:09:29;359966071.94;9;7;2;7;7251;2024-03-04
2024-03-05 14:28:20;4832;2024-03-05 13:18:53;30034259.97;14;7;6;7;3590;2024-03-05
2024-03-05 14:28:20;4967;2024-03-05 14:28:16;30034259.97;6;0;14;0;3590;2024-03-05
2024-03-05 15:11:43;2755;2024-03-04 21:55:54;232927788.45;30;0;12;0;5109;2024-03-05
2024-03-05 15:11:43;5062;2024-03-05 15:11:39;232927788.45;12;2;30;2;5109;2024-03-05
2024-03-05 16:04:49;4130;2024-03-05 07:10:26;329580313.76;7;0;2;0;1300;2024-03-05
2024-03-05 16:04:49;5166;2024-03-05 16:04:45;329580313.76;2;1;7;1;1300;2024-03-05
2024-03-05 16:24:32;3046;2024-03-05 00:11:39;43851277.32;8;0;14;0;3505;2024-03-05
2024-03-05 16:24:32;5212;2024-03-05 16:24:28;43851277.32;14;7;8;7;3505;2024-03-05
2024-03-05 16:45:10;2281;2024-03-04 17:48:29;268955425.29;2;7;7;7;5431;2024-03-05
2024-03-05 16:45:10;5256;2024-03-05 16:45:06;268955425.29;7;0;2;0;5431;2024-03-05
2024-03-05 17:38:21;1222;2024-03-04 08:00:58;154807170.07;30;0;5;0;6633;2024-03-05
2024-03-05 17:38:21;5361;2024-03-05 17:38:17;154807170.07;5;1;30;1;6633;2024-03-05
2024-03-05 17:57:13;3221;2024-03-05 00:39:24;309707725.73;19;5;2;5;4983;2024-03-05
2024-03-05 17:57:13;5402;2024-03-05 17:57:09;309707725.73;2;0;19;0;4983;2024-03-05
2024-03-05 18:07:35;5360;2024-03-05 17:37:54;263769554.34;28;2;7;2;1273;2024-03-05
2024-03-05 18:07:35;5422;2024-03-05 18:07:31;263769554.34;7;0;28;0;1273;2024-03-05
2024-03-05 18:25:31;827;2024-03-04 04:28:39;180404831.85;12;2;28;2;2757;2024-03-05
2024-03-05 18:25:31;5464;2024-03-05 18:25:27;180404831.85;28;0;12;0;2757;2024-03-05
2024-03-05 18:45:35;4180;2024-03-05 07:40:23;210638673.59;13;7;23;7;1574;2024-03-05
2024-03-05 18:45:35;5496;2024-03-05 18:45:31;210638673.59;23;0;13;0;1574;2024-03-05
2024-03-05 19:29:16;1168;2024-03-04 07:26:14;150580577.42;12;2;28;2;2415;2024-03-04
2024-03-05 19:29:16;5594;2024-03-05 19:29:12;150580577.42;28;0;12;0;2415;2024-03-04
2024-03-06 01:30:00;1080;2024-03-04 06:41:52;162664291.68;4;0;12;0;4105;2024-03-05
2024-03-06 01:30:00;5599;2024-03-05 19:34:41;162664291.68;12;2;4;2;4105;2024-03-05
2024-03-06 01:30:00;1402;2024-03-04 09:28:01;328966395.31;20;6;2;6;5205;2024-03-04
2024-03-06 01:30:00;5614;2024-03-05 19:43:07;328966395.31;2;0;20;0;5205;2024-03-04
2024-03-06 01:30:00;3192;2024-03-05 00:35:55;397972765.84;7;0;16;0;1044;2024-03-05
2024-03-06 01:30:00;5617;2024-03-05 19:45:18;397972765.84;16;3;7;3;1044;2024-03-05
2024-03-06 01:30:00;609;2024-03-04 02:34:14;162261867.25;21;2;23;2;4888;2024-03-05
2024-03-06 01:30:00;5657;2024-03-05 20:08:15;162261867.25;23;0;21;0;4888;2024-03-05
2024-03-06 01:30:00;4136;2024-03-05 07:14:24;92589601.64;1;0;12;0;1002;2024-03-05
2024-03-06 01:30:00;5661;2024-03-05 20:11:16;92589601.64;12;2;1;2;1002;2024-03-05
2024-03-06 01:30:00;5532;2024-03-05 18:59:10;235136523.25;26;4;2;4;4430;2024-03-06
2024-03-06 01:30:00;5667;2024-03-05 20:13:54;235136523.25;2;0;26;0;4430;2024-03-06
2024-03-06 01:30:00;3866;2024-03-05 04:51:18;488545479.71;2;0;3;0;1666;2024-03-05
2024-03-06 01:30:00;5687;2024-03-05 20:26:12;488545479.71;3;3;2;3;1666;2024-03-05
2024-03-06 01:30:00;3337;2024-03-05 01:00:37;239121035.62;1;4;15;4;2889;2024-03-06
2024-03-06 01:30:00;5696;2024-03-05 20:30:42;239121035.62;15;0;1;0;2889;2024-03-06
2024-03-06 01:30:00;2203;2024-03-04 16:55:37;348605832.19;16;7;7;7;215;2024-03-04
2024-03-06 01:30:00;5698;2024-03-05 20:32:15;348605832.19;7;0;16;0;215;2024-03-04
2024-03-06 01:30:00;5315;2024-03-05 17:10:40;66893253.27;14;7;2;7;7187;2024-03-06
2024-03-06 01:30:00;5743;2024-03-05 20:58:51;66893253.27;2;0;14;0;7187;2024-03-06
2024-03-06 01:30:00;1774;2024-03-04 13:01:33;367264809.81;29;6;7;6;5387;2024-03-06
2024-03-06 01:30:00;5756;2024-03-05 21:09:12;367264809.81;7;0;29;0;5387;2024-03-06
2024-03-06 01:30:00;4382;2024-03-05 09:34:18;263006628.46;29;8;7;8;1878;2024-03-06
2024-03-06 01:30:00;5763;2024-03-05 21:11:03;263006628.46;7;0;29;0;1878;2024-03-06
2024-03-06 01:30:00;5191;2024-03-05 16:16:15;285690220.64;27;0;20;0;3256;2024-03-05
2024-03-06 01:30:00;5811;2024-03-05 21:43:51;285690220.64;20;7;27;7;3256;2024-03-05
2024-03-06 01:30:00;3956;2024-03-05 05:40:17;108234238.25;3;3;7;3;6183;2024-03-05
2024-03-06 01:30:00;5812;2024-03-05 21:44:40;108234238.25;7;0;3;0;6183;2024-03-05
2024-03-06 01:30:00;3290;2024-03-05 00:53:01;412023083.34;7;0;26;0;4198;2024-03-06
2024-03-06 01:30:00;5825;2024-03-05 21:50:33;412023083.34;26;4;7;4;4198;2024-03-06
2024-03-06 01:30:00;3422;2024-03-05 01:16:37;80823646.47;1;0;5;0;3754;2024-03-06
2024-03-06 01:30:00;5905;2024-03-05 22:33:01;80823646.47;5;1;1;1;3754;2024-03-06
2024-03-06 01:30:00;3312;2024-03-05 00:57:02;199555883.11;30;0;14;0;2420;2024-03-06
2024-03-06 01:30:00;5914;2024-03-05 22:36:22;199555883.11;14;7;30;7;2420;2024-03-06
2024-03-06 01:30:00;3124;2024-03-05 00:24:22;38418839.13;7;2;2;2;979;2024-03-05
2024-03-06 01:30:00;5934;2024-03-05 22:46:44;38418839.13;2;0;7;0;979;2024-03-05
2024-03-06 01:30:00;5293;2024-03-05 17:00:35;346903329.38;7;1;2;1;2065;2024-03-05
2024-03-06 01:30:00;5951;2024-03-05 22:53:19;346903329.38;2;0;7;0;2065;2024-03-05
2024-03-06 01:30:00;5363;2024-03-05 17:38:46;235749256.99;23;0;21;0;5521;2024-03-05
2024-03-06 01:30:00;5969;2024-03-05 23:05:44;235749256.99;21;5;23;5;5521;2024-03-05
2024-03-06 01:30:00;3993;2024-03-05 06:02:09;337170543.87;25;7;2;7;4489;2024-03-06
2024-03-06 01:30:00;5993;2024-03-05 23:15:05;337170543.87;2;0;25;0;4489;2024-03-06
2024-03-06 01:30:00;4360;2024-03-05 09:21:45;74707883.34;2;0;7;0;2898;2024-03-06
2024-03-06 01:30:00;6007;2024-03-05 23:25:32;74707883.34;7;4;2;4;2898;2024-03-06
2024-03-06 01:30:00;5561;2024-03-05 19:13:58;108803783.69;1;2;2;2;3209;2024-03-05
2024-03-06 01:30:00;6015;2024-03-05 23:27:27;108803783.69;2;0;1;0;3209;2024-03-05
2024-03-06 01:30:00;3018;2024-03-05 00:06:49;140711800.61;2;0;21;0;65;2024-03-05
2024-03-06 01:30:00;6029;2024-03-05 23:35:00;140711800.61;21;1;2;1;65;2024-03-05
2024-03-06 01:30:00;3011;2024-03-05 00:04:47;126100098.97;5;1;30;1;1945;2024-03-06
2024-03-06 01:30:00;6030;2024-03-05 23:35:03;126100098.97;30;0;5;0;1945;2024-03-06
2024-03-06 01:30:00;4001;2024-03-05 06:07:21;278572679.18;7;0;26;0;1485;2024-03-06
2024-03-06 01:30:00;6036;2024-03-05 23:37:08;278572679.18;26;5;7;5;1485;2024-03-06
2024-03-06 01:30:00;807;2024-03-04 04:18:04;462354160.56;2;1;27;1;22;2024-03-04
2024-03-06 01:30:00;6047;2024-03-05 23:41:16;462354160.56;27;0;2;0;22;2024-03-04
2024-03-06 01:30:00;2123;2024-03-04 16:21:37;295260878.09;7;0;21;0;1313;2024-03-05
2024-03-06 01:30:00;6077;2024-03-05 23:56:38;295260878.09;21;1;7;1;1313;2024-03-05
2024-03-06 01:30:00;6234;2024-03-06 00:26:56;330410739.97;27;8;7;8;4375;2024-03-06
2024-03-06 01:30:00;6262;2024-03-06 00:33:21;330410739.97;7;0;27;0;4375;2024-03-06
2024-03-06 01:30:00;3768;2024-03-05 03:53:52;414541313.92;27;0;11;0;7097;2024-03-06
2024-03-06 01:30:00;6292;2024-03-06 00:38:59;414541313.92;11;3;27;3;7097;2024-03-06
2024-03-06 02:20:20;5261;2024-03-05 16:49:08;185797569.24;3;5;4;5;4684;2024-03-05
2024-03-06 02:20:20;6665;2024-03-06 02:20:16;185797569.24;4;0;3;0;4684;2024-03-05
2024-03-06 02:25:54;6294;2024-03-06 00:39:17;243946406.85;4;0;18;0;3948;2024-03-06
2024-03-06 02:25:54;6677;2024-03-06 02:25:50;243946406.85;18;7;4;7;3948;2024-03-06
2024-03-06 02:57:53;3613;2024-03-05 02:28:45;186082528.26;23;0;26;0;6054;2024-03-05
2024-03-06 02:57:53;6732;2024-03-06 02:57:49;186082528.26;26;5;23;5;6054;2024-03-05
2024-03-06 03:07:23;6389;2024-03-06 00:57:06;188364752.87;10;1;4;1;6956;2024-03-06
2024-03-06 03:07:23;6745;2024-03-06 03:07:19;188364752.87;4;0;10;0;6956;2024-03-06
2024-03-06 04:07:11;3872;2024-03-05 04:54:06;117601223.78;11;7;27;7;4351;2024-03-06
2024-03-06 04:07:11;6847;2024-03-06 04:07:07;117601223.78;27;0;11;0;4351;2024-03-06
2024-03-06 04:20:50;6397;2024-03-06 00:58:21;183285829.53;26;3;2;3;2178;2024-03-06
2024-03-06 04:20:50;6873;2024-03-06 04:20:46;183285829.53;2;0;26;0;2178;2024-03-06
2024-03-06 06:04:03;5041;2024-03-05 15:02:07;239855015.53;4;0;27;0;2177;2024-03-05
2024-03-06 06:04:03;7061;2024-03-06 06:03:59;239855015.53;27;8;4;8;2177;2024-03-05
2024-03-06 06:26:11;4880;2024-03-05 13:46:43;237194386.44;23;0;30;0;6358;2024-03-05
2024-03-06 06:26:11;7100;2024-03-06 06:26:07;237194386.44;30;4;23;4;6358;2024-03-05
2024-03-06 06:55:16;5896;2024-03-05 22:29:02;479447495.02;21;2;2;2;1602;2024-03-06
2024-03-06 06:55:16;7141;2024-03-06 06:55:12;479447495.02;2;0;21;0;1602;2024-03-06
2024-03-06 06:58:26;5381;2024-03-05 17:45:55;229726712.35;4;0;9;0;5454;2024-03-05
2024-03-06 06:58:26;7148;2024-03-06 06:58:22;229726712.35;9;1;4;1;5454;2024-03-05
2024-03-06 07:25:20;3383;2024-03-05 01:08:33;296442305.26;2;7;27;7;5913;2024-03-05
2024-03-06 07:25:20;7198;2024-03-06 07:25:16;296442305.26;27;0;2;0;5913;2024-03-05
2024-03-06 08:33:15;3587;2024-03-05 02:15:02;343659468.79;27;0;12;0;4021;2024-03-06
2024-03-06 08:33:15;7321;2024-03-06 08:33:11;343659468.79;12;1;27;1;4021;2024-03-06
2024-03-06 08:46:41;3846;2024-03-05 04:36:35;394034531.28;2;0;29;0;383;2024-03-06
2024-03-06 08:46:41;7347;2024-03-06 08:46:37;394034531.28;29;7;2;7;383;2024-03-06
2024-03-06 09:07:25;5999;2024-03-05 23:18:58;313476668.95;7;0;13;0;4752;2024-03-06
2024-03-06 09:07:25;7375;2024-03-06 09:07:21;313476668.95;13;6;7;6;4752;2024-03-06
2024-03-06 09:53:48;6546;2024-03-06 01:23:38;177960654.52;12;6;27;6;2932;2024-03-06
2024-03-06 09:53:48;7465;2024-03-06 09:53:44;177960654.52;27;0;12;0;2932;2024-03-06
2024-03-06 10:03:19;3794;2024-03-05 04:07:28;361427463.66;2;2;27;2;1433;2024-03-06
2024-03-06 10:03:19;7485;2024-03-06 10:03:15;361427463.66;27;0;2;0;1433;2024-03-06
2024-03-06 10:14:01;6595;2024-03-06 01:31:01;151355706.52;1;4;9;4;888;2024-03-06
2024-03-06 10:14:01;7506;2024-03-06 10:13:57;151355706.52;9;0;1;0;888;2024-03-06
2024-03-06 10:27:39;6376;2024-03-06 00:55:07;430938968.8;27;0;29;0;2459;2024-03-06
2024-03-06 10:27:39;7532;2024-03-06 10:27:35;430938968.8;29;8;27;8;2459;2024-03-06
2024-03-06 11:05:46;6422;2024-03-06 01:03:18;408750494.41;30;5;7;5;1558;2024-03-06
2024-03-06 11:05:46;7602;2024-03-06 11:05:42;408750494.41;7;0;30;0;1558;2024-03-06
2024-03-06 11:10:27;6963;2024-03-06 05:08:41;411193627.21;25;5;7;5;1926;2024-03-06
2024-03-06 11:10:27;7611;2024-03-06 11:10:23;411193627.21;7;0;25;0;1926;2024-03-06
2024-03-06 12:38:53;6423;2024-03-06 01:03:24;160023579.6;5;2;7;2;6777;2024-03-06
2024-03-06 12:38:53;7762;2024-03-06 12:38:49;160023579.6;7;0;5;0;6777;2024-03-06
2024-03-06 13:24:23;7574;2024-03-06 10:52:51;266249306.05;2;0;9;0;7354;2024-03-06
2024-03-06 13:24:23;7852;2024-03-06 13:24:19;266249306.05;9;4;2;4;7354;2024-03-06
2024-03-06 13:51:07;7437;2024-03-06 09:37:51;240447925.52;28;3;4;3;4383;2024-03-06
2024-03-06 13:51:07;7905;2024-03-06 13:51:03;240447925.52;4;0;28;0;4383;2024-03-06
2024-03-06 13:56:47;5092;2024-03-05 15:27:21;118333690.02;20;0;12;0;4139;2024-03-06
2024-03-06 13:56:47;7913;2024-03-06 13:56:43;118333690.02;12;2;20;2;4139;2024-03-06
2024-03-06 14:10:40;7587;2024-03-06 10:57:37;318731410.92;12;1;7;1;4609;2024-03-06
2024-03-06 14:10:40;7940;2024-03-06 14:10:36;318731410.92;7;0;12;0;4609;2024-03-06
2024-03-06 15:18:10;4404;2024-03-05 09:44:04;290146376.96;1;3;4;3;6961;2024-03-05
2024-03-06 15:18:10;8057;2024-03-06 15:18:06;290146376.96;4;0;1;0;6961;2024-03-05
2024-03-06 15:29:42;6274;2024-03-06 00:35:20;98972899.34;27;0;10;0;1750;2024-03-06
2024-03-06 15:29:42;8085;2024-03-06 15:29:38;98972899.34;10;7;27;7;1750;2024-03-06
2024-03-06 15:37:27;5341;2024-03-05 17:29:07;43611640.14;27;0;15;0;3696;2024-03-05
2024-03-06 15:37:27;8097;2024-03-06 15:37:23;43611640.14;15;4;27;4;3696;2024-03-05
2024-03-06 15:37:53;7092;2024-03-06 06:18:40;358557252.9;28;4;7;4;5059;2024-03-06
2024-03-06 15:37:53;8098;2024-03-06 15:37:49;358557252.9;7;0;28;0;5059;2024-03-06
2024-03-06 15:40:56;7692;2024-03-06 12:02:50;63668951.88;13;0;21;0;4689;2024-03-06
2024-03-06 15:40:56;8104;2024-03-06 15:40:52;63668951.88;21;6;13;6;4689;2024-03-06
2024-03-06 15:47:38;6378;2024-03-06 00:55:20;470177065.73;6;2;27;2;3053;2024-03-06
2024-03-06 15:47:38;8117;2024-03-06 15:47:34;470177065.73;27;0;6;0;3053;2024-03-06
2024-03-06 15:48:16;4542;2024-03-05 10:51:35;403046608.39;29;5;27;5;9;2024-03-06
2024-03-06 15:48:16;8118;2024-03-06 15:48:12;403046608.39;27;0;29;0;9;2024-03-06
2024-03-06 16:10:17;6218;2024-03-06 00:23:08;165459875.19;4;0;23;0;4639;2024-03-06
2024-03-06 16:10:17;8152;2024-03-06 16:10:13;165459875.19;23;6;4;6;4639;2024-03-06
2024-03-06 16:23:58;7881;2024-03-06 13:39:14;241069694.02;4;0;8;0;1160;2024-03-06
2024-03-06 16:23:58;8174;2024-03-06 16:23:54;241069694.02;8;3;4;3;1160;2024-03-06
2024-03-06 16:31:53;6979;2024-03-06 05:21:04;371967783.22;7;0;20;0;2144;2024-03-06
2024-03-06 16:31:53;8184;2024-03-06 16:31:49;371967783.22;20;6;7;6;2144;2024-03-06
2024-03-06 17:33:33;6554;2024-03-06 01:24:52;351781293.88;27;0;2;0;6413;2024-03-06
2024-03-06 17:33:33;8298;2024-03-06 17:33:29;351781293.88;2;5;27;5;6413;2024-03-06
2024-03-06 17:34:16;8248;2024-03-06 17:05:51;442387104.43;2;0;9;0;7107;2024-03-06
2024-03-06 17:34:16;8300;2024-03-06 17:34:12;442387104.43;9;3;2;3;7107;2024-03-06
2024-03-06 17:40:08;4281;2024-03-05 08:34:55;65636872.34;17;1;27;1;1110;2024-03-05
2024-03-06 17:40:08;8312;2024-03-06 17:40:04;65636872.34;27;0;17;0;1110;2024-03-05
2024-03-06 18:08:44;7481;2024-03-06 10:00:55;142800849.41;22;3;27;3;6914;2024-03-06
2024-03-06 18:08:44;8362;2024-03-06 18:08:40;142800849.41;27;0;22;0;6914;2024-03-06
2024-03-06 18:36:52;6205;2024-03-06 00:21:25;401828443.21;7;0;19;0;1877;2024-03-06
2024-03-06 18:36:52;8400;2024-03-06 18:36:48;401828443.21;19;3;7;3;1877;2024-03-06
2024-03-06 18:52:31;7012;2024-03-06 05:39:14;418374926.07;24;1;2;1;454;2024-03-06
2024-03-06 18:52:31;8431;2024-03-06 18:52:27;418374926.07;2;0;24;0;454;2024-03-06
2024-03-06 19:24:23;7763;2024-03-06 12:39:07;129591926.6;19;0;21;0;1240;2024-03-06
2024-03-06 19:24:23;8479;2024-03-06 19:24:19;129591926.6;21;6;19;6;1240;2024-03-06
2024-03-07 01:30:00;7671;2024-03-06 11:47:22;518827800.41;21;6;2;6;4439;2024-03-06
2024-03-07 01:30:00;8494;2024-03-06 19:30:12;518827800.41;2;0;21;0;4439;2024-03-06
2024-03-07 01:30:00;8243;2024-03-06 17:01:35;227015475.77;14;7;3;7;1587;2024-03-06
2024-03-07 01:30:00;8530;2024-03-06 19:55:30;227015475.77;3;0;14;0;1587;2024-03-06
2024-03-07 01:30:00;8473;2024-03-06 19:17:46;12325730.15;29;0;12;0;4543;2024-03-06
2024-03-07 01:30:00;8539;2024-03-06 20:01:33;12325730.15;12;2;29;2;4543;2024-03-06
2024-03-07 01:30:00;7772;2024-03-06 12:43:23;115303795.2;10;4;4;4;835;2024-03-06
2024-03-07 01:30:00;8567;2024-03-06 20:15:32;115303795.2;4;0;10;0;835;2024-03-06
2024-03-07 01:30:00;6589;2024-03-06 01:29:45;180518781.45;1;1;4;1;2233;2024-03-07
2024-03-07 01:30:00;8576;2024-03-06 20:21:00;180518781.45;4;0;1;0;2233;2024-03-07
2024-03-07 01:30:00;7800;2024-03-06 12:55:18;189355574.05;11;7;4;7;5574;2024-03-07
2024-03-07 01:30:00;8603;2024-03-06 20:33:32;189355574.05;4;0;11;0;5574;2024-03-07
2024-03-07 01:30:00;6275;2024-03-06 00:35:40;242709316.69;26;1;7;1;4169;2024-03-06
2024-03-07 01:30:00;8619;2024-03-06 20:38:57;242709316.69;7;0;26;0;4169;2024-03-06
2024-03-07 01:30:00;7840;2024-03-06 13:15:05;318755659.62;2;0;10;0;6605;2024-03-06
2024-03-07 01:30:00;8650;2024-03-06 20:54:33;318755659.62;10;3;2;3;6605;2024-03-06
2024-03-07 01:30:00;6747;2024-03-06 03:07:28;212229088.88;12;0;5;0;2653;2024-03-06
2024-03-07 01:30:00;8672;2024-03-06 21:06:52;212229088.88;5;1;12;1;2653;2024-03-06
2024-03-07 01:30:00;3935;2024-03-05 05:28:00;130184150.45;27;0;22;0;2841;2024-03-06
2024-03-07 01:30:00;8680;2024-03-06 21:12:45;130184150.45;22;1;27;1;2841;2024-03-06
2024-03-07 01:30:00;7418;2024-03-06 09:26:31;470827747.53;20;4;2;4;1038;2024-03-06
2024-03-07 01:30:00;8681;2024-03-06 21:12:48;470827747.53;2;0;20;0;1038;2024-03-06
2024-03-07 01:30:00;8280;2024-03-06 17:23:55;111312120.9;12;2;6;2;5236;2024-03-06
2024-03-07 01:30:00;8698;2024-03-06 21:19:09;111312120.9;6;0;12;0;5236;2024-03-06
2024-03-07 01:30:00;6461;2024-03-06 01:09:48;208580217.56;7;0;2;0;2951;2024-03-06
2024-03-07 01:30:00;8707;2024-03-06 21:23:38;208580217.56;2;6;7;6;2951;2024-03-06
2024-03-07 01:30:00;7581;2024-03-06 10:54:54;210639352.82;27;0;26;0;5873;2024-03-07
2024-03-07 01:30:00;8732;2024-03-06 21:34:35;210639352.82;26;6;27;6;5873;2024-03-07
2024-03-07 01:30:00;7405;2024-03-06 09:19:05;351861673.76;7;0;3;0;3429;2024-03-06
2024-03-07 01:30:00;8736;2024-03-06 21:36:33;351861673.76;3;7;7;7;3429;2024-03-06
2024-03-07 01:30:00;7039;2024-03-06 05:53:31;513840185.49;3;6;2;6;5580;2024-03-06
2024-03-07 01:30:00;8749;2024-03-06 21:41:19;513840185.49;2;0;3;0;5580;2024-03-06
2024-03-07 01:30:00;8077;2024-03-06 15:28:08;304209955.77;27;0;17;0;6712;2024-03-07
2024-03-07 01:30:00;8750;2024-03-06 21:41:33;304209955.77;17;2;27;2;6712;2024-03-07
2024-03-07 01:30:00;6120;2024-03-06 00:06:58;291059348.13;7;4;2;4;4085;2024-03-07
2024-03-07 01:30:00;8751;2024-03-06 21:41:39;291059348.13;2;0;7;0;4085;2024-03-07
2024-03-07 01:30:00;6632;2024-03-06 01:54:10;235481071.23;14;2;23;2;5653;2024-03-06
2024-03-07 01:30:00;8765;2024-03-06 21:50:37;235481071.23;23;0;14;0;5653;2024-03-06
2024-03-07 01:30:00;6525;2024-03-06 01:20:15;77068249.26;8;0;12;0;7262;2024-03-07
2024-03-07 01:30:00;8768;2024-03-06 21:52:22;77068249.26;12;2;8;2;7262;2024-03-07
2024-03-07 01:30:00;6347;2024-03-06 00:49:05;208136348.05;19;0;27;0;5710;2024-03-06
2024-03-07 01:30:00;8769;2024-03-06 21:53:19;208136348.05;27;2;19;2;5710;2024-03-06
2024-03-07 01:30:00;4371;2024-03-05 09:29:46;282863645.21;19;0;27;0;1839;2024-03-05
2024-03-07 01:30:00;8789;2024-03-06 22:00:56;282863645.21;27;3;19;3;1839;2024-03-05
2024-03-07 01:30:00;8128;2024-03-06 15:53:51;274511992.75;28;1;19;1;763;2024-03-07
2024-03-07 01:30:00;8796;2024-03-06 22:05:24;274511992.75;19;0;28;0;763;2024-03-07
2024-03-07 01:30:00;7333;2024-03-06 08:39:55;361340896.06;7;0;6;0;2364;2024-03-07
2024-03-07 01:30:00;8819;2024-03-06 22:22:48;361340896.06;6;3;7;3;2364;2024-03-07
2024-03-07 01:30:00;8026;2024-03-06 14:57:53;193995616.07;16;3;17;3;203;2024-03-06
2024-03-07 01:30:00;8826;2024-03-06 22:28:06;193995616.07;17;0;16;0;203;2024-03-06
